Name	Lat	Lng	Type	Verses	Source	Confidence	SourceDetail
Ramah 8	31.823113	35.230718	city		gnosis	medium	openbible
Ramah 9	31.85434	35.23161	city		gnosis	medium	openbible
Ramoth 2	31.209188	35.165672	city		gnosis	medium	openbible
Ramoth 3	32.499852	36.014988	city		gnosis	medium	openbible
Red Sea 2	28.75	34.75	city		gnosis	medium	openbible
Red Sea 3	28.75	33	city		gnosis	medium	openbible
Rehob 1	34.008889	36.145278	city		gnosis	medium	openbible
Rehob 2	33.114444	35.290833	city		gnosis	medium	openbible
Rehob 3	32.901389	35.169444	city		gnosis	medium	openbible
River 2	31.0043	47.442	city		gnosis	medium	openbible
River 3	31.02701	35.48533	city		gnosis	medium	openbible
Salona	43.539444	16.483056	city		gnosis	medium	openbible
Saparda	39	32	city		gnosis	medium	openbible
Saparre	32.126111	45.230833	city		gnosis	medium	openbible
Scythia	44.94278	34.12056	city		gnosis	medium	openbible
Senaah	31.9472	35.39974	city		gnosis	medium	openbible
Shaalbon	31.86981	34.98714	city		gnosis	medium	openbible
Shaaraim 2	31.467	34.4041	city		gnosis	medium	openbible
Sharon 1	32.4	34.883	city		gnosis	medium	openbible
Sharon 2	31.9547	35.9343	city		gnosis	medium	openbible
Sheba 1	15.348333	44.206389	city		gnosis	medium	openbible
Sheba 2	31.244722	34.840833	city		gnosis	medium	openbible
Sheshach	32.543333	44.422222	city		gnosis	medium	openbible
Shihor 2	31.042512	32.546139	city		gnosis	medium	openbible
South 1	31.244722	34.840833	city		gnosis	medium	openbible
South 2	15.348333	44.206389	city		gnosis	medium	openbible
South 3	31.1825	29.8965	city		gnosis	medium	openbible
South Gate	31.776667	35.234167	city		gnosis	medium	openbible
Sparta	37.081944	22.423611	city		gnosis	medium	openbible
Straight Street	33.509167	36.311389	city		gnosis	medium	openbible
Succoth 2	30.5527	32.099	city		gnosis	medium	openbible
Sutu	31.0043	47.4421	city		gnosis	medium	openbible
Syria 1	33.511112	36.30639	city		gnosis	medium	openbible
Syria 2	33.511112	36.30639	city		gnosis	medium	openbible
Tabbur-erez	32.199444	35.272778	city		gnosis	medium	openbible
Tabor 2	32.683367	35.324193	city		gnosis	medium	openbible
Tabor 3	31.922778	35.241389	city		gnosis	medium	openbible
Tarshish 2	37.271944	-6.944167	city		gnosis	medium	openbible
Tartessos	37.271944	-6.944167	city		gnosis	medium	openbible
Tegarama	38.7225	37.2775	city		gnosis	medium	openbible
Thapsacus	35.95	38.16667	city		gnosis	medium	openbible
Thelme	31.316667	45.283333	city		gnosis	medium	openbible
The Lord Will Provide	31.777778	35.235556	city		gnosis	medium	openbible
Thisbe	33.028611	35.539722	city		gnosis	medium	openbible
Tjaru	30.9352	32.3669	city		gnosis	medium	openbible
Tower of Shechem	32.213611	35.281944	city		gnosis	medium	openbible
Umman Manda	34.8065	48.516247	city		gnosis	medium	openbible
Upper Gulloth	31.43209	35.01485	city		gnosis	medium	openbible
Upper Pool	31.776667	35.234167	city		gnosis	medium	openbible
Upu	33.511112	36.30639	city		gnosis	medium	openbible
Uqnu	31.782302	47.869402	city		gnosis	medium	openbible
Ur 2	30.962222	46.104444	city		gnosis	medium	openbible
Ura	40.254639	40.226	city		gnosis	medium	openbible
Valley of Decision	31.780278	35.24	city		gnosis	medium	openbible
Waters of Jericho	31.870489	35.444761	city		gnosis	medium	openbible
Waters of Merom	32.978889	35.437778	city		gnosis	medium	openbible
Way of the Red Sea	29.727222	34.998333	city		gnosis	medium	openbible
West Gate	31.776667	35.234167	city		gnosis	medium	openbible
Wilderness of Maon	31.409448	35.133839	city		gnosis	medium	openbible
Wilderness of Sinai	28.539722	33.973333	city		gnosis	medium	openbible
Zin 1	30.971	35.325	city		gnosis	medium	openbible
Zin 2	30.971	35.325	city		gnosis	medium	openbible
